Personal_Vehicle_Km_Annual,Public_Vehicle_Km_Annual,Plane_Journey_Count_Annual,Train_Journey_Count_Annual,Electricity_Kwh_Annual,Water_Usage_Liters_Annual,Diet_Type,Waste_Kg_Annual,Carbon_Footprint_Kg_Annual
395.2361335196616,-271.8086851906224,0,72,-1700.008903939404,14.63786832395904,MostlyVeg,5.716550802579396,129.66521175587758
551.734442733588,614.10850954146,96,120,-2396.8344932311684,-1721.203159391268,MostlyNonVeg,5.150196350889599,762.0710852223564
130.6898972443356,-191.20518112339678,12,60,751.6272167135304,270.029690606934,MostlyVeg,4.998245059354368,121.7999229376056
-1064.474288097288,-536.97545042655,12,12,622.6476612975948,1038.5369167106244,MostlyNonVeg,5.549266331196564,-191.2070403594552
127.2845479604232,-127.505916613566,36,12,412.5331948012464,-814.7989644636,MostlyVeg,5.165346267465396,207.4795766418732
-253.86145158895678,-539.2547674411716,72,12,4953.5868582723,720.548173585026,Veg,4.460964848149116,332.5403329118436
566.5145795890908,-93.56289044221691,12,96,-145.9196473599216,-856.0689672670321,Veg,5.362953527913204,272.4181402999344
156.0907482774732,134.5869190436904,48,36,3224.84030973444,-562.1034687481019,Both,4.978882675559568,364.863796824294
-319.34164441935,862.4084459364265,48,108,-653.3068385164825,950.4932742152664,MostlyVeg,4.903085611135248,367.3505535817968
240.37957644025198,-587.3999902794192,24,48,1779.769648705716,258.5572378048164,Both,4.56038905524834,205.9988986233672
-427.83389501423517,326.0673430218744,36,24,-442.02130965450954,-1571.05750451766,Veg,4.091552260529988,140.5830647040564
-22.729394802486837,680.5081392897744,24,24,951.1001978474076,474.71845934877837,Veg,5.135618792612844,235.8357703980264
372.7757328007212,-434.693424734268,120,12,2385.916908232752,-121.50698696620441,MostlyNonVeg,4.910639080864728,648.8935106397408
-158.0858251135044,-619.3809070872096,12,48,1257.0063249277441,-270.60907476784075,MostlyNonVeg,4.33295049537228,39.02735629735056
381.235908515646,-562.5182864129052,84,108,-290.6243517114648,3014.440503001224,NonVeg,4.266511895575128,505.881264340734
-535.8430699049784,912.318645778392,96,36,449.52706349222757,2695.071944721744,MostlyNonVeg,4.972917487812181,499.27759471422235
-967.1153760223968,-447.65981059448643,60,84,1696.2309865150319,-848.5829156236464,MostlyNonVeg,5.888872518180432,99.31481427928787
125.2460587219764,-140.52589801620718,60,60,-915.2139231596448,411.1717494582984,Both,5.576518150648308,333.2049725862072
-1246.89537346218,723.8677755479159,96,60,-1691.2866197073001,2099.85520630866,MostlyNonVeg,4.59545846905662,301.6101384899172
186.2913489522696,-33.6091740641466,60,96,1810.03388674566,-1183.5352822032037,Veg,4.5925724266920485,442.4270807685024
-438.75605200645924,-222.7966685876316,120,120,256.2134718113016,752.2906137701748,MostlyNonVeg,5.405319243373728,537.6441090247848
304.39790212545483,-89.91622525494228,12,108,3316.9375982234283,-1062.992577402048,NonVeg,5.85205992875772,277.7814890133588
-60.08711855916768,-516.2442930711012,12,36,-310.4646225118224,-2153.68400642388,Both,5.1679597802894754,60.2734682921712
1235.473716769512,161.042299525764,24,96,-3036.982620312504,1040.1139220560754,NonVeg,4.466164059477804,449.67942158424364
-370.03781367715203,282.0472028712744,120,36,-553.7913065379516,-1267.662873291204,Both,5.625516011349012,543.9016570867008
456.97697486636764,-867.2699416014816,12,60,2906.236423207488,306.5672432742972,MostlyVeg,4.396559489125344,181.8048945514008
-201.8674898651856,-329.31018615105717,60,48,1319.0580377826839,-1789.714013946336,MostlyNonVeg,5.61603089603772,248.00647405325762
-720.4114438213596,-131.67206481447,12,48,1766.850183507,17.50775371836192,MostlyVeg,5.172858277565016,-34.05508788800988
316.051153768152,18.443157828892442,36,0,2194.200668061276,2080.862582097324,NonVeg,4.466756868362015,301.7573221336188
358.5195454995888,280.670504890134,48,12,3784.427187964872,-3706.533150764868,Both,4.170854896405176,425.76234361266233
657.007891078818,-334.769179941336,96,36,-185.745654142104,-625.2248414099136,Both,4.08185760658512,568.9922250268272
-172.4380133704104,269.7386280807708,60,36,1578.422452893,1509.718397443476,MostlyVeg,4.828908383187504,336.2041360185612
-198.7067984084748,-117.18035121493284,24,84,3813.341234487756,1172.2782882914807,NonVeg,5.857020764322096,197.02114936706522
540.6690216488423,433.7003878567368,36,84,1834.5725094940922,390.98494351101243,Both,5.095297503901068,420.29971873209115
-308.46119419814283,-2.77247603491878,120,0,5748.7386981793925,513.1049157875257,NonVeg,5.520107928743532,557.4725077787989
302.0271448141416,-144.95707911861962,12,120,-242.5758914723412,-709.7718553109725,Both,5.504174026518864,237.8654309705652
370.4826168856872,-554.7936994741044,60,24,1580.4105937858321,-529.3383447186527,Veg,5.3037761309670355,323.2024043521512
855.9060097588668,-47.83927786930404,72,72,-4202.910568656083,2593.326335585364,Veg,5.776896923533368,517.0260900227784
236.33568165930598,-203.9875863727716,72,72,3622.763725697544,1300.7321786380921,MostlyVeg,5.547231410337696,485.1460419976104
-269.6999063150016,236.3487128719368,120,48,4065.003235754364,-135.1103788884048,MostlyVeg,5.74967702551284,614.6361358786764
-1171.2329567077163,842.0971463010876,48,0,2408.230123530156,-1307.966625396828,Both,5.110408405252835,210.36424615883283
399.9010558603152,392.89738442154714,120,60,4530.459232413984,-1566.355010317428,MostlyNonVeg,5.564355676502832,840.4395627006348
-591.0638424677976,-332.50014400261557,84,36,6285.67790502096,-2458.0916899299964,Both,4.7789560454790845,369.28437865795917
-163.37390880125042,-385.8827248749288,12,0,1251.2136226781279,1241.992160662128,Veg,4.413080618890536,4.262265735260628
456.8823889717884,94.20021537258373,72,24,3202.695908068644,159.3504885461976,MostlyNonVeg,4.810130939584632,525.9293724645528
-462.4069725414588,-74.55762233795855,96,108,4369.489223361876,-336.98559095615644,Veg,4.751335959403116,483.25685859894725
-155.7845660008392,390.84511740821995,120,84,732.9130653614725,-1713.311856774264,MostlyVeg,5.093610408461232,665.6200447503911
342.13631228168276,278.25515411918997,36,36,140.1191736402828,-2423.669531957532,NonVeg,4.188988758622788,315.4532176962516
414.8931648980472,197.0152493885676,24,84,1930.3082765608679,-846.8091510508332,Veg,5.70561598385358,319.9670630289252
289.127736980274,702.912684712974,0,72,3519.5130844413843,456.33611493584874,MostlyVeg,5.772728151612096,284.6881367273688
873.2969052215831,79.10842106753975,108,36,-5263.097550154932,-549.5226029919731,Veg,5.750679188578524,657.6428409554604
468.85168674253566,68.93818326164832,84,120,5822.436143631287,1742.931190013328,Both,4.273170691507644,703.312023864078
562.3128828926303,268.5744390833832,24,12,5570.398359287148,-1774.313557049508,NonVeg,4.765621311400644,357.44173464479763
-103.90755981060923,658.4982580092385,12,12,2455.91121752106,1950.8917255124761,Veg,4.876600169008896,141.1794139519584
-965.4176445214357,-418.6392150497784,96,120,2889.6104733574202,-1515.833489576604,Veg,5.3375357325618475,342.0879706068012
445.3188025496652,-42.43426302410616,84,108,-380.9212090006992,3090.5497022759637,NonVeg,5.2948878952238525,598.7276928008232
91.79074938309324,28.376227034030762,12,72,2766.7634185521,-889.7088100140036,Veg,4.285730423619828,193.74217583155803
-96.29450493862788,285.9119322071904,96,0,3109.902774779508,-2622.050297063376,Veg,5.218185049594788,488.74293529947
-527.4099471215184,668.1404588079708,72,24,5094.838116796296,4451.36301109656,NonVeg,5.819317893806832,415.4002863716868
153.3323498091996,493.3858636891464,96,0,6873.4815186362885,-794.5574373194436,Veg,4.311308358144168,647.4907444550856
-550.0539981309504,751.8743847425533,24,96,807.9348971589432,261.63500172605643,Both,5.012510176047828,211.38613311656997
-221.8938133968612,193.50943416452398,96,84,4873.611438741624,-2556.159273520404,NonVeg,5.089559895129408,614.5202838579072
-565.3284620410776,-175.88886352453682,108,108,-293.751955547826,130.8786964568556,NonVeg,5.2798517203476,467.0061665315844
-180.5445390774792,-412.7432923000056,84,108,1777.5919767422401,-1127.6101148346684,Both,4.166114117476764,448.2048468258168
342.2853621562956,-1052.702159831388,12,60,3783.687231477216,-3108.371760223188,NonVeg,5.636405116115256,135.4027646553372
-173.5713217073592,-124.0163374867872,84,60,3839.4513044164923,981.642249034938,MostlyNonVeg,5.081210855542836,494.18584473399596
-170.79058079596442,309.8566624728696,72,96,-672.227990267682,-197.83851591695043,Both,4.119267086295192,429.6638217825792
-254.837731982298,-28.6679829730746,120,84,1620.711950572092,1438.022912573364,NonVeg,4.25739904401696,643.0294721222435
-115.31611794616788,206.6926661837112,48,0,3242.7290750048883,-1785.028108113792,Both,4.73553396948624,213.87977225418717
781.5584741284224,-309.0949610332908,60,48,-603.1791291357181,262.90332816915236,Veg,5.390935500125568,462.5369173185144
1226.388179256528,-151.5994791639768,60,36,2991.9421781669757,-898.6616991028943,Both,4.747183077247488,592.2895629133848
339.07312930896,90.08887323840948,0,60,1254.182114865864,4215.45766037562,Veg,4.738760808717036,206.07183912746763
-573.6593147076444,731.712352285236,96,24,2112.5947572561718,379.684992761706,MostlyNonVeg,4.2712444356904795,481.5487295161572
-69.77254916042484,48.317357678784845,48,120,8.072178336263615,1650.937963314756,NonVeg,4.87479680791308,340.7729333609352
-566.5666163315376,712.384307867412,108,108,3517.218658473804,-2780.051208027876,MostlyNonVeg,5.472210512236932,628.2753088182887
-332.3589517218084,465.6281663342544,108,24,2332.3297867695837,1222.83303865284,NonVeg,4.522150762864908,537.3783863400516
341.2338443217912,100.7833625647661,48,108,1894.2907263748803,-547.9512977381221,Both,4.649437777938096,457.94889905036524
362.6210816328612,839.5240948523689,24,108,-1718.78489938098,3591.2887864604877,MostlyVeg,5.656095979093812,419.3645382590928
-118.39501146334463,-801.054416649846,0,72,574.0563388233409,1091.1848555703612,NonVeg,4.383215264641584,-9.723687011144964
-1176.1514243623067,-0.7546954307534315,84,48,4512.252432629592,171.93631119839762,NonVeg,4.102103704613772,247.8708169210716
103.26631028990735,-612.2867375215992,96,12,-582.0020877067428,601.7164979492279,NonVeg,5.814821113055448,425.28130184782196
562.5217794922164,101.65506978355754,120,24,3124.27508654148,74.75175347405424,MostlyNonVeg,5.149058800631592,770.1920047041156
219.5339522362416,-588.5459178050088,84,36,7828.253095327429,1176.447457277262,Veg,5.029823627064864,484.0415675167848
-849.6933055471309,-311.655745399422,96,96,-2773.477439142276,-2079.8891889923398,MostlyNonVeg,5.168099483980332,290.64567661154643
3.7070486237877844,298.0153205408556,96,0,5622.075541549057,525.3310206779496,MostlyNonVeg,4.828215259548936,586.4532374883048
245.46782700101642,54.91059635756123,0,36,-735.3867874248565,1616.489342133852,NonVeg,4.882481867412024,137.44978497646798
723.1511246598324,448.75849288483204,108,108,611.4230694195,-1243.7759493411,MostlyVeg,4.14576685924548,795.5357209039609
773.265374166516,759.2771333080404,60,120,4048.42339555482,-1614.3219308049001,Veg,5.4311282401910645,757.1429555707116
-257.1835639677936,-406.9201194815268,84,120,3083.809812597252,-842.7139571686523,MostlyVeg,5.195904040723368,451.836662051418
258.5254460562432,1024.762755352362,84,48,3570.698019372552,-1808.538168894384,MostlyNonVeg,5.014205688954744,694.7491031792292
22.13607185522076,271.9649406267696,48,0,-1498.348218794472,106.89369358574713,MostlyNonVeg,5.741257745259972,239.01777157406158
-346.46511897746643,-136.2174816022536,60,96,-1274.515904727156,1470.510410825568,Both,4.856139509740416,309.37892617463757
-691.9264095138492,30.103003062960358,84,60,-1395.720502711404,-1671.094717890348,NonVeg,4.201552434866388,291.2025816064728
-237.903142590546,252.66377767046157,48,60,3512.9084170348924,1235.707529471784,Both,5.150491794960551,337.2570127470396
-112.91383534454232,-25.690236264236162,48,60,3395.3254390383477,-1333.083444121344,NonVeg,4.388950487622144,333.084606194142
-479.7997706013864,956.3132307174576,12,84,376.4009326936068,3335.042486945844,MostlyVeg,5.969042314324764,192.3709379966436
526.4613092472612,-268.0932162830112,72,84,-557.716680303384,673.7886032287608,Both,4.373571527046156,488.44413787419603
-178.88378273542202,-398.32407933141235,48,108,1145.8814829943344,1736.819454931404,MostlyNonVeg,4.88928499310586,284.3646301560456
396.80137156476724,-38.846372633700724,24,60,544.1125466316323,25.9369009504086,Veg,4.899680727342228,275.0464850861412
-861.8049917163539,170.5679770611576,60,36,4441.567817477292,465.8279163261468,MostlyVeg,4.41821961959412,193.77800730518402
482.687603740608,-479.7393833070492,96,12,3120.062853400008,-1329.6069711487921,Both,4.65350793605466,584.7831667863323
-568.5661714143804,-637.5693497062548,120,108,-464.91836813370844,2546.21992480098,MostlyVeg,5.956208537563092,472.89544031901477
-234.37290405758398,359.0029113508716,108,108,1975.9851412996322,-1711.787968260228,NonVeg,4.703578035601549,652.7880872866332
229.62250177611241,-259.0683557379156,72,60,1858.250560323444,2918.4038597229,MostlyNonVeg,5.5367782447369915,454.2080625848304
-236.74951786084202,-445.0665419497128,60,24,1539.4591118425078,808.3938998632789,MostlyNonVeg,5.713903233392232,227.7501693370104
-28.87502036081892,192.96238196949963,84,96,2452.0239130644723,750.9030305720544,Veg,5.848960989481332,548.4062366803224
371.2736237174064,273.5038028658168,36,84,-632.7049597659395,-12.22361235939744,NonVeg,5.694358218582612,375.1125812248872
-336.337782829092,-402.3661261652952,60,72,316.4052501986808,976.5408857479367,MostlyNonVeg,5.2833721861563365,256.9441194954288
-262.55387738360764,-477.7920018733164,48,108,3526.677742760172,-3182.254050073572,NonVeg,5.253134271165108,262.5818715897888
635.3326416149316,173.1495816122724,72,96,2499.296259683676,-868.4855813564903,Veg,4.961434552815588,621.1491758558927
-205.07265295388402,275.89458427982163,36,24,4167.006627034561,-40.15067627895804,Veg,4.654949587663332,229.03876020182759
436.5699340595844,230.1079934403744,24,48,5855.8639644823925,452.3174707750776,Veg,5.508241967911692,368.91995252937716
-252.27601267020958,-92.28283845768864,72,108,2564.965453264416,2502.342540142824,Veg,4.570443064727184,437.6136279199668
-1191.5583688309475,123.4207934953032,48,84,4127.6250342842995,1103.634921115999,Veg,5.31818774097972,131.9961513252024
-260.5126946108988,-152.9125696595304,48,24,5368.579174702548,250.6354069306656,Veg,5.752052616467688,220.44455133251637
-285.05820830718596,-541.63293291411,48,120,-751.9066837862208,-2058.5576762345518,NonVeg,4.972000295567424,213.5761457570904
630.967274589948,-285.9369363073824,24,96,-513.9552057825745,837.6656296219392,MostlyNonVeg,4.32481649549394,344.2802036060484
43.34803415121168,-16.83952193296896,48,24,2901.549792701244,798.6083226541236,Veg,4.479218039840712,321.311352160506
-45.00835940079804,-151.962120929922,12,24,-2083.4130070895762,-29.892863790977998,NonVeg,4.741379331303804,64.61947219088628
3.67399097003268,360.3029342411952,108,60,2127.338188580364,1226.022521773752,Veg,4.12642207780224,649.2037276010856
137.1464229780276,-93.61806316836947,36,108,382.5041997674196,2558.5282828083,Veg,5.110640714333244,299.1337246839516
-222.9082579985556,157.4622254438184,24,72,1086.2567205991513,800.1135662323547,Veg,5.45860866435042,178.65232795902602
-296.8373817845628,742.161067605384,120,96,1212.2165224023838,-48.82602330310884,NonVeg,4.471758361412496,696.611099522748
37.121541743390395,79.55472675170088,0,72,-195.356636213856,-3898.2392817047285,NonVeg,4.522536707259036,124.6315097584812
69.7606716831222,491.641938285996,96,36,3039.200670456036,1563.7204242541202,NonVeg,5.7223179366157915,625.2950718417887
-423.19928976054007,252.47992386319441,72,60,2757.1664455679884,-170.2153508001684,NonVeg,5.548880876938596,391.35198603713764
-492.9542595727908,-563.0563941873277,60,48,2387.0323538511598,1103.2299666727931,Veg,5.009191926261179,199.93657685419558
236.0058127584048,-262.4596160501544,72,108,1842.81866823582,-1124.9826411893173,MostlyNonVeg,4.692581727109716,533.5643173099692
60.59585486409648,293.374189178088,108,0,3549.9849274236485,200.29861407773518,Both,5.242919307674364,591.12808723971
-712.2165585644581,-392.41018711835403,96,36,700.4379268879488,1538.389078519524,MostlyVeg,5.454298135015897,334.2739084034424
-481.90805738306165,465.8750739635712,12,0,2456.751576662376,-1013.4636445085197,MostlyVeg,4.520307694074576,21.47482625926512
58.20287448022116,705.6779275657921,24,96,2624.404257150312,-105.60799619328876,MostlyNonVeg,5.043143213533632,363.9630580259052
-267.8109447404916,-290.6831683384212,72,36,2754.9974142600477,-2528.650164521748,MostlyVeg,5.729198329028592,281.7141455459844
66.38484331407192,-20.7845397520188,48,24,4943.414308746336,110.80451108501173,Both,5.988374015339256,356.9843753852004
197.33033299798797,222.5526079330224,36,12,2697.730827209364,-1176.6387508649616,MostlyVeg,4.964333438754804,290.09066604979444
467.4289347872568,282.7605966475668,12,60,-35.52132795476544,-1951.5680329319403,MostlyVeg,5.6349636105865075,260.0237113992756
711.4025004870227,-58.628137516562035,12,120,-749.5360571464164,573.1682354628996,Both,5.076202884278809,287.53722166734235
430.6050996921756,-697.8295659107005,12,120,-903.6170103564551,-58.863407988540004,NonVeg,4.291979904655523,188.9513077134024
756.7544002674672,493.7221991597724,72,12,-1792.73866272414,-2723.451548551068,Both,5.294808214814507,545.0482088617716
-406.88135100064443,-629.6463006781548,72,60,2351.897773443468,-1287.7513607279639,MostlyNonVeg,5.420756382604272,257.038624092042
-338.3675061148644,524.9213288154996,12,12,799.0085211849432,-2393.7171449662083,NonVeg,4.08148690566894,132.08212253225042
673.8653213293392,-18.3278829408402,36,96,-3876.910379242872,3138.641940931728,NonVeg,4.799241893627532,365.9188018826316
203.14283837499602,113.8057976908182,0,72,2804.7252410363044,4751.460464068812,Both,4.714095106248732,210.5153628891996
127.2681822992472,20.40818448568824,48,12,2569.4104633931283,-177.3477476042232,Both,5.076695130222468,297.6993588428232
-853.2101939173608,291.19721750059443,36,72,-634.3370817702539,982.1161137002184,NonVeg,5.793804389098776,105.41226265488854
-380.8061886862788,1059.4050289356817,72,12,3897.384831489552,-2470.21109012934,Veg,4.346494380003384,489.4001944591944
146.9884833809544,-403.00975844360397,36,120,-241.3196678178792,1523.0831543566799,MostlyNonVeg,5.062946924443381,281.2478265597408
-424.74664927677486,849.0562126898797,108,72,-2216.863923191172,-1635.2213788306321,Both,4.723536918978828,543.8856711474313
301.1184194660244,208.65923351500442,48,36,-489.9456710196444,1619.9658206044442,MostlyVeg,4.932129399167916,286.3771645513248
500.5636243265652,622.4227735220209,0,72,-1121.3964485916372,-1345.927361261076,MostlyNonVeg,4.120276339022771,278.0056939769328
986.6441728344828,369.3084999885732,48,72,-58.93589227582548,-1447.19063060958,MostlyVeg,5.806216466742624,557.813538859296
6.890114621615723,-543.9011748255408,120,0,530.8018335315768,1561.465870282128,NonVeg,5.4035926220211,521.848764852318
-644.9830040964168,692.8237799046456,12,36,-219.9980260412832,2673.487895312892,Veg,4.540657101958884,-0.6210448623492828
-136.30855009812478,475.6940874210552,36,24,3168.7867342643995,-1096.9613951669112,Both,5.07709380573936,250.9488251735628
-155.2856393365236,-336.0892656100188,108,72,3967.133125020324,4450.3426962833155,NonVeg,4.371734012796168,614.6855491304735
96.79433594216796,544.673240612202,120,96,118.48141715258832,-2810.21619012942,Veg,4.740539352979631,725.8533671951603
284.90802881251443,-252.88771204046282,36,72,4211.066582643588,2409.76777040364,MostlyVeg,5.173707060618517,333.34339812978124
-240.0551315484528,204.9222977096268,84,72,-768.3557829087251,-1335.899658221268,NonVeg,5.794637309391348,437.679533266686
-151.0797399222324,-714.0711695605104,96,120,-3290.635936352052,-2259.185390552868,Both,4.97866760063334,415.9809586463256
-84.24319420455552,835.5418029989328,60,96,-1427.347052041968,500.654234630298,NonVeg,4.329549569742924,455.99445055610397
502.03143640946996,129.75795994863842,60,120,3901.2504068638555,1585.0410430642078,MostlyVeg,4.8957497299959245,591.6285182760577
579.9046281808512,-355.85287860207,120,48,70.84765057563804,-434.39925363609,NonVeg,5.815457329095276,685.7554713904584
-532.3875484625269,285.54704629041237,12,96,4378.31450761548,-884.111830269846,Both,5.18553596060202,143.1723210315504
-50.383804607948996,-241.2950414719452,96,120,-1388.49365039406,-1341.437456589672,Both,4.845399103894896,504.9706394806608
-87.0943279874412,469.8334735250904,60,120,1769.714184934308,-1017.8452738824803,MostlyNonVeg,4.96497737251776,498.3517805081316
610.3282760890224,461.3204455636152,84,36,1289.39470004718,733.634574420414,MostlyNonVeg,5.203413444414216,682.1205066820908
-96.68498062468379,-154.7801307024408,48,84,934.9334518881732,538.1057663607396,MostlyVeg,5.542735431293544,310.4888933591352
-137.24808005079962,-264.37473626594164,72,12,-1018.3246942854863,317.399940782424,MostlyNonVeg,5.481658523794896,302.225092421916
-275.9151683428008,-335.5454389523124,72,96,3332.549375976264,384.18535826131557,MostlyNonVeg,4.690542416597256,376.2853702519368
-538.079104448664,581.1036452789435,108,84,3764.5718059389,1492.05317276244,Veg,5.0878292629601765,609.9193241267017
-533.2136218687729,-358.9213912192692,24,72,2946.248079307116,-2891.266513764504,Both,5.7116728089216,94.19814361710864
-553.8755121576947,331.024589406942,96,120,-1850.311249910064,2358.14349496458,Veg,5.5734514924878,469.3904662052496
50.64945514470108,348.2334465384648,12,24,-2141.874372942504,1637.2268886774477,Veg,5.9903946308110925,95.178768651309
-237.6196321263336,311.0184157336452,12,108,1751.4703104569999,1568.14811521002,NonVeg,5.969472969329219,242.79522233966878
-692.3465684713764,72.476918805054,72,0,2224.391203717692,2522.24198590626,MostlyVeg,4.228127733988704,220.2994274362236
94.535737045851,177.8417388972216,0,36,1643.5248985374722,-1755.861976113576,Both,5.592541002602616,106.24010434064809
524.076204915648,455.6360887485768,24,12,-161.43224530907042,2193.95681417082,Both,4.7597390582778125,292.96064057474644
-321.4619946953364,-273.80172233432756,36,24,790.7708612764789,-1922.09939214642,Veg,4.532726621217792,84.77502476498591
-282.7897004145468,481.635900086334,60,48,-676.7900235398232,-656.3420030735592,NonVeg,4.553845810339739,320.163355183554
475.7751331301544,587.1433718991684,48,96,-4759.328059294704,558.5882043639948,MostlyNonVeg,4.188207996230208,451.11291666879356
162.4286628250044,-21.17517544245816,0,60,-579.6939594655572,-1561.3510419814443,MostlyVeg,5.665958553126756,146.64614355794282
-289.5783835526304,455.7672196861248,48,84,-4410.689671093308,1199.283749599776,MostlyNonVeg,4.3769710064991845,243.7936398895368
-195.04856653345558,-697.0163367523104,120,60,4445.376633079031,-1069.9344237584137,Both,4.57254820350684,561.5757988208064
31.225557302016,250.352213815602,72,0,-229.37898084309958,1737.12854849616,NonVeg,4.29392577825132,402.06763872401757
-219.23252081584917,-256.684831286562,12,96,3.0516765003509403,894.2527798007532,Veg,5.3167344878875555,74.00834023466784
-968.7503384090928,-386.2737178189092,36,24,4844.984142060408,-975.5138793691932,NonVeg,4.8349573390847755,49.709891479814274
-260.2812893772612,629.0102784624012,120,0,1879.76288496882,-90.59616093611172,MostlyVeg,5.191082528863008,589.5389888079301
-188.85951762442681,300.7312440990984,120,120,4523.37319567044,198.07135123345918,MostlyNonVeg,5.148907625529192,727.6430480626284
135.3680799725832,-340.183768982472,84,0,-2193.1605288233877,2097.050588374404,Veg,5.513878282418328,370.7219255254116
905.79957473109,140.8336415547876,72,84,61.065305766946196,804.2557439817108,Both,5.972436631222896,626.7364899240035
-35.86813757664588,206.3332181692464,60,84,922.1080385613827,2473.870405071792,Veg,5.5804512126892085,383.97810235148637
-528.6172191188257,-13.971689113867441,0,108,-976.0048855557264,-303.695297928834,MostlyNonVeg,4.4560969294968,7.790784516906529
617.9960875884155,708.621853565634,12,96,-3161.62301347218,-357.19712822348515,Both,5.234470706593896,310.1677859819028
-1012.1724798586417,1313.011932864612,96,84,-977.9677708806084,-747.2303788137804,MostlyNonVeg,5.414726340222984,488.41248717523916
-953.1156088605911,798.3244687933104,12,60,1680.739562849364,1123.1900432069592,MostlyVeg,4.705272842282292,42.03437660113188
1247.132994106044,-506.8606688055072,120,120,-957.2817056781023,980.8366693052412,NonVeg,5.0717688682683235,853.1727041314392
-235.943810824494,-895.8470390663017,96,0,2051.965063096536,-1502.2287439322881,NonVeg,4.897568216344464,305.7088832593428
131.5457323350912,-95.32519717906932,96,96,5308.866157344744,3213.3038346051358,MostlyNonVeg,5.36813972110758,659.8850447018364
-189.7782678989472,-302.49240845862363,96,96,-24.75996543444924,-988.8202503677749,MostlyNonVeg,5.951090565155988,449.88058442043473
-750.7175957460912,-352.9886533256436,72,48,2384.041467561072,-1259.759872683312,MostlyVeg,5.338599926095116,198.8054300124
491.8459982159232,-360.4669808695116,84,0,1260.886776709572,795.8206428830651,MostlyNonVeg,4.328670868396092,447.18659694577445
-60.99822900253835,-162.95799329151,108,0,1993.9571819164798,-41.50869725463048,MostlyVeg,4.421378556338964,520.7459521323516
-288.9485900708388,-101.96613614907193,60,24,1801.1924327434922,1690.6502146068242,NonVeg,5.787180062879363,241.89882212953322
-86.67242210772119,563.669507174724,0,96,5275.4251657728,-678.5646796400963,MostlyVeg,5.701865268772668,214.7697615195624
643.982657217558,256.9705994450736,12,120,2922.174040817472,-1613.4777185576158,NonVeg,5.610025894530072,443.1249883439232
